Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
NATRIXAM 1.5MG/5MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1664,11,18-07-2023,660,Tax 5%,5,Exclusive,750,-12,,,
ATROPINE SULPHATE INJ,ANTI-MOTILITY,,,BOX,5,Brand 1665,11,19-07-2023,0,Tax 5%,5,Exclusive,50,41,,,
LADYCARE,RARE,,,BOX,5,Brand 1666,11,20-07-2023,450,Tax 5%,5,Exclusive,500,37,,,
DORBAXIN,ANALGESIC,,,BOX,5,Brand 1667,11,21-07-2023,0,Tax 5%,5,Exclusive,500,0,,,
RBCARE,ANTI ULCERS,,,BOX,5,Brand 1668,11,22-07-2023,350,Tax 5%,5,Exclusive,600,-59,,,
RHOGAM INJ,ANALGESIC,,,BOX,5,Brand 1669,11,23-07-2023,29000,Tax 5%,5,Exclusive,36000,0,,,
MENTCLAV 228,ANTI-BIOTICS,,,BOX,5,Brand 1670,11,24-07-2023,500,Tax 5%,5,Exclusive,1000,0,,,
ZENOPRIL 5MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1671,11,25-07-2023,175,Tax 5%,5,Exclusive,250,0,,,
ZITHROMAX SUSP,ANTI-BIOTICS,,,BOX,5,Brand 1672,11,26-07-2023,3500,Tax 5%,5,Exclusive,3500,46,,,
MISOFEM,HORMONAL,,,BOX,5,Brand 1673,11,27-07-2023,600,Tax 5%,5,Exclusive,700,36,,,
NATRIXAM 1.5MG/10MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1674,11,28-07-2023,750,Tax 5%,5,Exclusive,900,35,,,
TREATMENT,RARE,,,BOX,5,Brand 1675,11,29-07-2023,0,Tax 5%,5,Exclusive,0,-582,,,
ATORVASTATIN 10MG,CARDIOVASCULAR,,,BOX,5,Brand 1676,11,30-07-2023,300,Tax 5%,5,Exclusive,600,2,,,
OCEANIC 1000MG,MULTIVITAMIN,,,BOX,5,Brand 1677,11,31-07-2023,350,Tax 5%,5,Exclusive,400,323,,,
CADUET,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1678,11,01-08-2023,0,Tax 5%,5,Exclusive,7500,0,,,
RESTATIN,ANTI-FUNGAL,,,BOX,5,Brand 1679,11,02-08-2023,0,Tax 5%,5,Exclusive,800,0,,,
IVF FLUCONAZOLE,ANTI-BIOTICS,,,BOX,5,Brand 1680,11,03-08-2023,350,Tax 5%,5,Exclusive,600,0,,,
SITEX SUSP,ANTI-BIOTICS,,,BOX,5,Brand 1681,11,04-08-2023,1500,Tax 5%,5,Exclusive,2000,0,,,
LEVOFEM,HORMONAL,,,BOX,5,Brand 1682,11,05-08-2023,170,Tax 5%,5,Exclusive,250,52,,,
AVONUM 25MG,ANTI-EMETIC,,,BOX,5,Brand 1683,11,06-08-2023,150,Tax 5%,5,Exclusive,200,86.75,,,
LABETALOL 100MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1684,11,07-08-2023,1900,Tax 5%,5,Exclusive,2200,19,,,
DHA EMULSION HOVID,MULTIVITAMIN,,,BOX,5,Brand 1685,11,08-08-2023,3200,Tax 5%,5,Exclusive,3500,23,,,
LOKMAL SUSP,ANTI-MALARIA,,,BOX,5,Brand 1686,11,09-08-2023,650,Tax 5%,5,Exclusive,800,-18,,,
OCEANIC 300MG,MULTIVITAMIN,,,BOX,5,Brand 1687,11,10-08-2023,230,Tax 5%,5,Exclusive,250,57,,,
MIRAXIM 250MG,ANTI-BIOTICS,,,BOX,5,Brand 1688,11,11-08-2023,0,Tax 5%,5,Exclusive,1400,0,,,
CLAVUREM 375,ANTI-BIOTICS,,,BOX,5,Brand 1689,11,12-08-2023,0,Tax 5%,5,Exclusive,1000,0,,,
CATHETER SIZE 14,SURGICALS,,,BOX,5,Brand 1690,11,13-08-2023,195,Tax 5%,5,Exclusive,300,0,,,
RIBENA BOTTLE,MULTIVITAMIN,,,BOX,5,Brand 1691,11,14-08-2023,450,Tax 5%,5,Exclusive,500,29,,,
SITEX TAB,ANTI-BIOTICS,,,BOX,5,Brand 1692,11,15-08-2023,1950,Tax 5%,5,Exclusive,3000,0,,,
TREGIS,RARE,,,BOX,5,Brand 1693,11,16-08-2023,2500,Tax 5%,5,Exclusive,3000,0,,,
CLOFLAM 50,ANALGESIC,,,BOX,5,Brand 1694,11,17-08-2023,0,Tax 5%,5,Exclusive,150,-1,,,
ROBB OINTMENT,ANTI ALLERGY,,,BOX,5,Brand 1695,11,18-08-2023,122.22222,Tax 5%,5,Exclusive,200,-10,,,
QUININE SACHET TAB,ANTI-MALARIA,,,BOX,5,Brand 1696,11,19-08-2023,500,Tax 5%,5,Exclusive,600,161,,,
CHIFENAC,ANALGESIC,,,BOX,5,Brand 1697,11,20-08-2023,650,Tax 5%,5,Exclusive,700,1,,,
ON CALL PLUS,RARE,,,BOX,5,Brand 1698,11,21-08-2023,5500,Tax 5%,5,Exclusive,4000,0,,,
WATER GUARD POWDER,RARE,,,BOX,5,Brand 1699,11,22-08-2023,375,Tax 5%,5,Exclusive,500,0,,,
ZOLAMOX SHT,ANTI-HELMINTICS,,,BOX,5,Brand 1700,11,23-08-2023,380,Tax 5%,5,Exclusive,450,32,,,
PARATEX SYR,ANALGESIC,,,BOX,5,Brand 1701,11,24-08-2023,0,Tax 5%,5,Exclusive,150,0,,,
MANNITOL 20%,SURGICALS,,,BOX,5,Brand 1702,11,25-08-2023,600,Tax 5%,5,Exclusive,800,10,,,
HEALBETIC,MULTIVITAMIN,,,BOX,5,Brand 1703,11,26-08-2023,2100,Tax 5%,5,Exclusive,3500,0,,,
ATENOLOL 100MG POCCO,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1704,11,27-08-2023,200,Tax 5%,5,Exclusive,250,7,,,
DYNAMOGEN,MULTIVITAMIN,,,BOX,5,Brand 1705,11,28-08-2023,130,Tax 5%,5,Exclusive,150,81,,,
GESMET-400,ANTI ULCERS,,,BOX,5,Brand 1706,11,29-08-2023,135,Tax 5%,5,Exclusive,200,-2,,,
NEMOXIL CAPS,ANTI-BIOTICS,,,BOX,5,Brand 1707,11,30-08-2023,0,Tax 5%,5,Exclusive,150,0,,,
MAGNAVITE,MULTIVITAMIN,,,BOX,5,Brand 1708,11,31-08-2023,0,Tax 5%,5,Exclusive,100,0,,,
DISPERSABLE ASPIRIN,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1709,11,01-09-2023,0,Tax 5%,5,Exclusive,400,-7,,,
REALITY EXTRA CRM,CREAMS AND LOTIONS,,,BOX,5,Brand 1710,11,02-09-2023,0,Tax 5%,5,Exclusive,400,0,,,
LUCOZADE BOOST BOTTLE,ENERGY BOOST,,,BOX,5,Brand 1711,11,03-09-2023,450,Tax 5%,5,Exclusive,500,53,,,
T-MYCIN 0.3%,EYE /EAR DROPS,,,BOX,5,Brand 1712,11,04-09-2023,1050,Tax 5%,5,Exclusive,1500,1,,,
ATENOLOL 50MG POCCO,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1713,11,05-09-2023,125,Tax 5%,5,Exclusive,200,-4,,,
CIPROTAB BY 14 HOSPITAL SAT,ANTI-BIOTICS,,,BOX,5,Brand 1714,11,06-09-2023,1300,Tax 5%,5,Exclusive,1800,5,,,
SUPRAMULT PLUS,MULTIVITAMIN,,,BOX,5,Brand 1715,11,07-09-2023,450,Tax 5%,5,Exclusive,500,25,,,
KENBARTH NYSTATIN ORAL SUSP,ANTI-FUNGAL,,,BOX,5,Brand 1716,11,08-09-2023,250,Tax 5%,5,Exclusive,300,20,,,
AVROFLOX -TN,ANTI-BIOTICS,,,BOX,5,Brand 1717,11,09-09-2023,750,Tax 5%,5,Exclusive,1200,4,,,
WORMIN 100,ANTI-HELMINTICS,,,BOX,5,Brand 1718,11,10-09-2023,130,Tax 5%,5,Exclusive,150,90,,,
NIFEDIN DEXCEL,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1719,11,11-09-2023,320,Tax 5%,5,Exclusive,350,30,,,
TETANUS VACCINE,ANTI-BIOTICS,,,BOX,5,Brand 1720,11,12-09-2023,0,Tax 5%,5,Exclusive,250,0,,,
JARZEPAM,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 1721,11,13-09-2023,0,Tax 5%,5,Exclusive,150,0,,,
ONE TOUCH STRIP,RARE,,,BOX,5,Brand 1722,11,14-09-2023,7500,Tax 5%,5,Exclusive,8000,0,,,
ORTRIMEF,ANTI-MALARIA,,,BOX,5,Brand 1723,11,15-09-2023,300,Tax 5%,5,Exclusive,450,0,,,
CUSOPT EYE,EYE /EAR DROPS,,,BOX,5,Brand 1724,11,16-09-2023,3700,Tax 5%,5,Exclusive,4500,0,,,
AMLODIPINE 10MG POCCO,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1725,11,17-09-2023,270,Tax 5%,5,Exclusive,300,66,,,
MIM TONIC BIG,MULTIVITAMIN,,,BOX,5,Brand 1726,11,18-09-2023,500,Tax 5%,5,Exclusive,600,14,,,
ANNYMOXIFEN(TAMOXIFEN 20MG),RARE,,,BOX,5,Brand 1727,11,19-09-2023,366.66667,Tax 5%,5,Exclusive,1000,0,,,
NOVALOR,ANTI-MALARIA,,,BOX,5,Brand 1728,11,20-09-2023,0,Tax 5%,5,Exclusive,150,0,,,
LEXOTAN 3MG,SEDATIVES,,,BOX,5,Brand 1729,11,21-09-2023,450,Tax 5%,5,Exclusive,600,360,,,
REALLY EXTRA,ANALGESIC,,,BOX,5,Brand 1730,11,22-09-2023,80,Tax 5%,5,Exclusive,100,202,,,
UNILEVOX 500MG,SURGICALS,,,BOX,5,Brand 1731,11,23-09-2023,0,Tax 5%,5,Exclusive,500,-1,,,
MIXTARD FLEXPEN,ANTI-DIABETIC,,,BOX,5,Brand 1732,11,24-09-2023,0,Tax 5%,5,Exclusive,4000,9,,,
REKMAL 30,ANTI-MALARIA,,,BOX,5,Brand 1733,11,25-09-2023,400,Tax 5%,5,Exclusive,600,0,,,
BRONQUIDIAZINA CR,ANTI-BIOTICS,,,BOX,5,Brand 1734,11,26-09-2023,2500,Tax 5%,5,Exclusive,2800,3,,,
AMOKSICLAV INJ 1.2,ANTI-BIOTICS,,,BOX,5,Brand 1735,11,27-09-2023,850,Tax 5%,5,Exclusive,1200,0,,,
ASOMEX 2.5,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1736,11,28-09-2023,0,Tax 5%,5,Exclusive,850,0,,,
MIM TONIC SMALL,MULTIVITAMIN,,,BOX,5,Brand 1737,11,29-09-2023,250,Tax 5%,5,Exclusive,300,-4,,,
OTALIDON,ANALGESIC,,,BOX,5,Brand 1738,11,30-09-2023,0,Tax 5%,5,Exclusive,100,-5,,,
CAFERGOT SAT,ANALGESIC,,,BOX,5,Brand 1739,11,01-10-2023,1400,Tax 5%,5,Exclusive,1600,-3,,,
GALCIPRO TN,ANTI-BIOTICS,,,BOX,5,Brand 1740,11,02-10-2023,800,Tax 5%,5,Exclusive,1200,8,,,
NOMAGBON METHYLATED SPIRIT,RARE,,,BOX,5,Brand 1741,11,03-10-2023,0,Tax 5%,5,Exclusive,200,0,,,
LOSARTAN 25MG TEVA,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1742,11,04-10-2023,550,Tax 5%,5,Exclusive,700,25,,,
TM 2,RARE,,,BOX,5,Brand 1743,11,05-10-2023,135,Tax 5%,5,Exclusive,500,2,,,
VEGA 100,SEX   ENHANCCER,,,BOX,5,Brand 1744,11,06-10-2023,250,Tax 5%,5,Exclusive,300,211,,,
SMA GOLD,RARE,,,BOX,5,Brand 1745,11,07-10-2023,0,Tax 5%,5,Exclusive,2800,0,,,
SUPER APETI TAB,MULTIVITAMIN,,,BOX,5,Brand 1746,11,08-10-2023,60,Tax 5%,5,Exclusive,100,222,,,
FLUOXETINE RANBAXY,ANTI-DEPPRESSANT,,,BOX,5,Brand 1747,11,09-10-2023,0,Tax 5%,5,Exclusive,750,0,,,
DANACID SHT,ANTI ULCERS,,,BOX,5,Brand 1748,11,10-10-2023,600,Tax 5%,5,Exclusive,70,1873,,,
RAVIMAL,ANTI-MALARIA,,,BOX,5,Brand 1749,11,11-10-2023,0,Tax 5%,5,Exclusive,600,0,,,
BICALUTAMIDE  50MG,RARE,,,BOX,5,Brand 1750,11,12-10-2023,2600,Tax 5%,5,Exclusive,3000,12,,,
SLIMEX-O,RARE,,,BOX,5,Brand 1751,11,13-10-2023,2500,Tax 5%,5,Exclusive,4000,30,,,
GLUCOSE MUNRO BIG,RARE,,,BOX,5,Brand 1752,11,14-10-2023,1000,Tax 5%,5,Exclusive,1200,18,,,
TRIBINAT SUSP,ANTI-BIOTICS,,,BOX,5,Brand 1753,11,15-10-2023,0,Tax 5%,5,Exclusive,1300,0,,,
CIPRO-S,ANTI-BIOTICS,,,BOX,5,Brand 1754,11,16-10-2023,0,Tax 5%,5,Exclusive,500,-1,,,
SUGAM 625,ANTI-BIOTICS,,,BOX,5,Brand 1755,11,17-10-2023,1100,Tax 5%,5,Exclusive,1500,0,,,
DERMAZIN CREAM BIG,CREAMS AND LOTIONS,,,BOX,5,Brand 1756,11,18-10-2023,1700,Tax 5%,5,Exclusive,2000,18,,,
BAYGON 300ML,RARE,,,BOX,5,Brand 1757,11,19-10-2023,850,Tax 5%,5,Exclusive,1000,3,,,
ACTIFED TABLET,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1758,11,20-10-2023,1200,Tax 5%,5,Exclusive,1500,25,,,
RHINATHIOL PROMETHAZINE,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1759,11,21-10-2023,1600,Tax 5%,5,Exclusive,1900,0,,,
HEALTHY PREGNACY,MULTIVITAMIN,,,BOX,5,Brand 1760,11,22-10-2023,0,Tax 5%,5,Exclusive,2000,0,,,
CLARITHROMYCIN 500MG,ANTI-BIOTICS,,,BOX,5,Brand 1761,11,23-10-2023,1500,Tax 5%,5,Exclusive,1700,14,,,
JAWABUTAMOL,ANTI ASHMATICS,,,BOX,5,Brand 1762,11,24-10-2023,270,Tax 5%,5,Exclusive,500,0,,,
NICKS INHALER,ANTI ALLERGY,,,BOX,5,Brand 1763,11,25-10-2023,0,Tax 5%,5,Exclusive,150,0,,,
PETICLOX,ANTI-BIOTICS,,,BOX,5,Brand 1764,11,26-10-2023,0,Tax 5%,5,Exclusive,150,-1,,,
FRANOL (BRANDED),ANTI ASHMATICS,,,BOX,5,Brand 1765,11,27-10-2023,360,Tax 5%,5,Exclusive,400,1,,,
BAYGON 500ML,RARE,,,BOX,5,Brand 1766,11,28-10-2023,1400.67,Tax 5%,5,Exclusive,1600,1,,,
GESTID TAB,ANTI ULCERS,,,BOX,5,Brand 1767,11,29-10-2023,60,Tax 5%,5,Exclusive,70,521,,,
COLIPAN SYR,ANTI-MOTILITY,,,BOX,5,Brand 1768,11,30-10-2023,650,Tax 5%,5,Exclusive,700,20,,,
XARELTOL 20MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1769,11,31-10-2023,13000,Tax 5%,5,Exclusive,18600,0,,,
ATADYN SYRUP,ANTI ALLERGY,,,BOX,5,Brand 1770,11,01-11-2023,900,Tax 5%,5,Exclusive,1000,16,,,
JAWASIL PLUS,ANTI ULCERS,,,BOX,5,Brand 1771,11,02-11-2023,295,Tax 5%,5,Exclusive,500,-3,,,
IDEOS CHEWABLE TABLETS,MULTIVITAMIN,,,BOX,5,Brand 1772,11,03-11-2023,1100,Tax 5%,5,Exclusive,1600,0,,,
SURGICAL SIZE 7.5,SURGICALS,,,BOX,5,Brand 1773,11,04-11-2023,6000,Tax 5%,5,Exclusive,200,50,,,
RAID SMALL,RARE,,,BOX,5,Brand 1774,11,05-11-2023,850,Tax 5%,5,Exclusive,900,2,,,
AGARY PLASTER,SURGICALS,,,BOX,5,Brand 1775,11,06-11-2023,250,Tax 5%,5,Exclusive,350,10,,,
UMBLICARE GEL,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 1776,11,07-11-2023,0,Tax 5%,5,Exclusive,600,0,,,
SIMVASTATIN 40MG,CARDIOVASCULAR,,,BOX,5,Brand 1777,11,08-11-2023,450,Tax 5%,5,Exclusive,500,-2,,,
SUGAM SUSP,ANTI-BIOTICS,,,BOX,5,Brand 1778,11,09-11-2023,900,Tax 5%,5,Exclusive,1400,0,,,
AMATEM FORTE TAB,ANTI-MALARIA,,,BOX,5,Brand 1779,11,10-11-2023,1000,Tax 5%,5,Exclusive,1200,12,,,
PHLEBODIA,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 1780,11,11-11-2023,2100,Tax 5%,5,Exclusive,2800,0,,,
PHENOBARBITONE INJ,ANTI-CONVULSANT,,,BOX,5,Brand 1781,11,12-11-2023,350,Tax 5%,5,Exclusive,500,0,,,
NIXODERM TIN,CREAMS AND LOTIONS,,,BOX,5,Brand 1782,11,13-11-2023,400,Tax 5%,5,Exclusive,500,35,,,
CIPRONOL-TN,ANTI-BIOTICS,,,BOX,5,Brand 1783,11,14-11-2023,600,Tax 5%,5,Exclusive,800,3,,,
ROPEM INJ 1000MG,ANTI-BIOTICS,,,BOX,5,Brand 1784,11,15-11-2023,4500,Tax 5%,5,Exclusive,5000,-13,,,
LIVOLIN FORTE,MULTIVITAMIN,,,BOX,5,Brand 1785,11,16-11-2023,900,Tax 5%,5,Exclusive,1000,81,,,
TOOTH BRUSH,RARE,,,BOX,5,Brand 1786,11,17-11-2023,200,Tax 5%,5,Exclusive,200,3,,,
COARTEM 80/480,ANTI-MALARIA,,,BOX,5,Brand 1787,11,18-11-2023,1700,Tax 5%,5,Exclusive,2000,70,,,
SOLOTONE,MULTIVITAMIN,,,BOX,5,Brand 1788,11,19-11-2023,40,Tax 5%,5,Exclusive,100,0,,,
HUMULIN R,ANTI-DIABETIC,,,BOX,5,Brand 1789,11,20-11-2023,3800,Tax 5%,5,Exclusive,4800,0,,,
"COF ""N"" COLD",COUGH & CATTARH SYRUP,,,BOX,5,Brand 1790,11,21-11-2023,180,Tax 5%,5,Exclusive,250,23,,,
TAVANIC NAFDAC,ANTI-BIOTICS,,,BOX,5,Brand 1791,11,22-11-2023,6500,Tax 5%,5,Exclusive,7400,11,,,
COLOMAR SS,ANTI-MALARIA,,,BOX,5,Brand 1792,11,23-11-2023,250,Tax 5%,5,Exclusive,400,-1,,,
SYNTHABS 2/0,SURGICALS,,,BOX,5,Brand 1793,11,24-11-2023,0,Tax 5%,5,Exclusive,1200,-1,,,
BENZYL BENZOATE MOKO,RARE,,,BOX,5,Brand 1794,11,25-11-2023,420,Tax 5%,5,Exclusive,500,9,,,
CUTENOX,RARE,,,BOX,5,Brand 1795,11,26-11-2023,3000,Tax 5%,5,Exclusive,3500,5,,,
RANFERON-12 CAPS,MULTIVITAMIN,,,BOX,5,Brand 1796,11,27-11-2023,170,Tax 5%,5,Exclusive,200,64,,,
PAMOXIL,ANTI-BIOTICS,,,BOX,5,Brand 1797,11,28-11-2023,0,Tax 5%,5,Exclusive,300,-1,,,
MIRAMALT,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1798,11,29-11-2023,430,Tax 5%,5,Exclusive,850,0,,,
DIAMICRON MR 60MG WITH NAFDAC,ANTI-DIABETIC,,,BOX,5,Brand 1799,11,30-11-2023,2600,Tax 5%,5,Exclusive,2800,5,,,
NOVALYN CHLD DRY COUGH,COUGH & CATTARH SYRUP,,,BOX,5,Brand 1800,11,01-12-2023,380,Tax 5%,5,Exclusive,400,3,,,
SOFT FEEL LANCETS,RARE,,,BOX,5,Brand 1801,11,02-12-2023,800,Tax 5%,5,Exclusive,1200,0,,,
RUNO HONEY SOAP,SOAP,,,BOX,5,Brand 1802,11,03-12-2023,116.66667,Tax 5%,5,Exclusive,300,0,,,
OSTEOCARE,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 1803,11,04-12-2023,3000,Tax 5%,5,Exclusive,4000,8,,,
ABTHER 225,ANTI-MALARIA,,,BOX,5,Brand 1804,11,05-12-2023,316.66667,Tax 5%,5,Exclusive,700,0,,,
RALBEN,ANTI-BIOTICS,,,BOX,5,Brand 1805,11,06-12-2023,70,Tax 5%,5,Exclusive,200,0,,,
MIRAPAIN GEL,CREAMS AND LOTIONS,,,BOX,5,Brand 1806,11,07-12-2023,0,Tax 5%,5,Exclusive,400,0,,,
AVAMYS NASAL SPRAY,EAR NOSE AND THROATH,,,BOX,5,Brand 1807,11,08-12-2023,2200,Tax 5%,5,Exclusive,2500,34,,,
ROBINAX INJ,ANALGESIC,,,BOX,5,Brand 1808,11,09-12-2023,0,Tax 5%,5,Exclusive,650,0,,,
POLARISED WATER,RARE,,,BOX,5,Brand 1809,11,10-12-2023,22.91667,Tax 5%,5,Exclusive,100,0,,,
FLUCONAZOLE 50MG,ANTI-BIOTICS,,,BOX,5,Brand 1810,11,11-12-2023,400,Tax 5%,5,Exclusive,600,18.5,,,
METHYLATED SPIRIT 2L,SURGICALS,,,BOX,5,Brand 1811,11,12-12-2023,2400,Tax 5%,5,Exclusive,2700,6,,,
PIOGLITAZONE 15MG,ANTI-DIABETIC,,,BOX,5,Brand 1812,11,13-12-2023,750,Tax 5%,5,Exclusive,1100,0,,,
G-AMINO SYR,MULTIVITAMIN,,,BOX,5,Brand 1813,11,14-12-2023,550,Tax 5%,5,Exclusive,850,0,,,
FELVICID CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 1814,11,15-12-2023,150,Tax 5%,5,Exclusive,450,0,,,
FLUCAMIL 50MG,ANTI-BIOTICS,,,BOX,5,Brand 1815,11,16-12-2023,0,Tax 5%,5,Exclusive,800,0,,,
NATURAL CEUTICAL,RARE,,,BOX,5,Brand 1816,11,17-12-2023,0,Tax 5%,5,Exclusive,8000,0,,,
RYDE-ON,HORMONAL,,,BOX,5,Brand 1817,11,18-12-2023,0,Tax 5%,5,Exclusive,6000,0,,,
UPFINE SYR,MULTIVITAMIN,,,BOX,5,Brand 1818,11,19-12-2023,350,Tax 5%,5,Exclusive,800,0,,,
MARCFERON,MULTIVITAMIN,,,BOX,5,Brand 1819,11,20-12-2023,520,Tax 5%,5,Exclusive,1000,0,,,
FLUCAMED 200MG,ANTI-BIOTICS,,,BOX,5,Brand 1820,11,21-12-2023,2650,Tax 5%,5,Exclusive,3000,14,,,
TAMSULON-XL,RARE,,,BOX,5,Brand 1821,11,22-12-2023,650,Tax 5%,5,Exclusive,700,14,,,
POCCOSART 160/10,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1822,11,23-12-2023,1400,Tax 5%,5,Exclusive,2300,0,,,
D-CAL-C600,MULTIVITAMIN,,,BOX,5,Brand 1823,11,24-12-2023,0,Tax 5%,5,Exclusive,2200,0,,,
MENBENDAZOLE,ANTI-HELMINTICS,,,BOX,5,Brand 1824,11,25-12-2023,0,Tax 5%,5,Exclusive,100,0,,,
SENSODYNE DAILY CARE,DENTAL CARES,,,BOX,5,Brand 1825,11,26-12-2023,800,Tax 5%,5,Exclusive,900,3,,,
GLOMETER INJ,ANTI-MALARIA,,,BOX,5,Brand 1826,11,27-12-2023,800,Tax 5%,5,Exclusive,1000,7,,,
REFUCIL SUSP,ANTI-BIOTICS,,,BOX,5,Brand 1827,11,28-12-2023,850,Tax 5%,5,Exclusive,1000,13,,,
KETONAZOLE MARC-OLIVIA,ANTI-BIOTICS,,,BOX,5,Brand 1828,11,29-12-2023,230,Tax 5%,5,Exclusive,450,-3,,,
GLIPITA 100,ANTI-DIABETIC,,,BOX,5,Brand 1829,11,30-12-2023,1250,Tax 5%,5,Exclusive,2000,0,,,
MECTIZAN,ANTI-BIOTICS,,,BOX,5,Brand 1830,11,31-12-2023,4000,Tax 5%,5,Exclusive,50,-663,,,
POCCOTEL HCT,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1831,11,01-01-2024,900,Tax 5%,5,Exclusive,1500,0,,,
CESTRA 50PLUS,MULTIVITAMIN,,,BOX,5,Brand 1832,11,02-01-2024,0,Tax 5%,5,Exclusive,1500,0,,,
NALFERN IBUPROFEN,ANALGESIC,,,BOX,5,Brand 1833,11,03-01-2024,0,Tax 5%,5,Exclusive,100,0,,,
SENSODYNE RAPID ACTION,DENTAL CARES,,,BOX,5,Brand 1834,11,04-01-2024,1100,Tax 5%,5,Exclusive,1200,5,,,
GLANIL(GLIBENCLAMIDE 5MG),ANTI-DIABETIC,,,BOX,5,Brand 1835,11,05-01-2024,120,Tax 5%,5,Exclusive,150,239,,,
MACLEANS COMPLETE,RARE,,,BOX,5,Brand 1836,11,06-01-2024,350,Tax 5%,5,Exclusive,400,6,,,
EGGOVIN M/S,RARE,,,BOX,5,Brand 1837,11,07-01-2024,2300,Tax 5%,5,Exclusive,3200,1,,,
SUREX NIGHT,ANALGESIC,,,BOX,5,Brand 1838,11,08-01-2024,120,Tax 5%,5,Exclusive,200,65,,,
GLIPITA 50,ANTI-DIABETIC,,,BOX,5,Brand 1839,11,09-01-2024,1000,Tax 5%,5,Exclusive,1800,0,,,
KETOVAIL,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 1840,11,10-01-2024,500,Tax 5%,5,Exclusive,600,-2,,,
MARCFIX SUSP,ANTI-BIOTICS,,,BOX,5,Brand 1841,11,11-01-2024,2000,Tax 5%,5,Exclusive,2400,0,,,
BIG BROTHER,SEX   ENHANCCER,,,BOX,5,Brand 1842,11,12-01-2024,0,Tax 5%,5,Exclusive,1500,-4,,,
KRUSHER,ANALGESIC,,,BOX,5,Brand 1843,11,13-01-2024,250,Tax 5%,5,Exclusive,300,53,,,
MACLEANS HERBAL,RARE,,,BOX,5,Brand 1844,11,14-01-2024,240,Tax 5%,5,Exclusive,300,2,,,
EGGOVIN S/S,RARE,,,BOX,5,Brand 1845,11,15-01-2024,2300,Tax 5%,5,Exclusive,2500,4,,,
TENOKSAN 20MG,ANALGESIC,,,BOX,5,Brand 1846,11,16-01-2024,830,Tax 5%,5,Exclusive,1200,0,,,
LAMISIL TAB,ANTI-BIOTICS,,,BOX,5,Brand 1847,11,17-01-2024,700,Tax 5%,5,Exclusive,1200,0,,,
MARCFIX TAB 325MG,ANTI-BIOTICS,,,BOX,5,Brand 1848,11,18-01-2024,2700,Tax 5%,5,Exclusive,3500,3,,,
ABIDEC SYR FOREIGN,MULTIVITAMIN,,,BOX,5,Brand 1849,11,19-01-2024,3700,Tax 5%,5,Exclusive,4000,1,,,
OSTEOGAIN,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 1850,11,20-01-2024,1200,Tax 5%,5,Exclusive,2500,0,,,
ODREL PLUS,ANTI-HYPERTENSIVE,,,BOX,5,Brand 1851,11,21-01-2024,0,Tax 5%,5,Exclusive,700,0,,,
SORBITOL STEDA 5G POWDER,RARE,,,BOX,5,Brand 1852,11,22-01-2024,0,Tax 5%,5,Exclusive,50,37,,,
CILOXAN EYEDROPS,EYE /EAR DROPS,,,BOX,5,Brand 1853,11,23-01-2024,1300,Tax 5%,5,Exclusive,1500,4,,,
MACLEANS MILK TEETH,RARE,,,BOX,5,Brand 1854,11,24-01-2024,190,Tax 5%,5,Exclusive,300,5,,,
CHEMIRON TONIC,MULTIVITAMIN,,,BOX,5,Brand 1855,11,25-01-2024,550,Tax 5%,5,Exclusive,600,42,,,
OPTICOL,EYE /EAR DROPS,,,BOX,5,Brand 1856,11,26-01-2024,0,Tax 5%,5,Exclusive,200,0,,,
TANDAK INJ,ANTI-BIOTICS,,,BOX,5,Brand 1857,11,27-01-2024,1500,Tax 5%,5,Exclusive,1800,0,,,
CALPOL SUSP FOREIGN,ANALGESIC,,,BOX,5,Brand 1858,11,28-01-2024,3500,Tax 5%,5,Exclusive,4000,0,,,
